customer_id,date,total_amount,transaction_count,avg_amount,std_amount,unique_categories,day_of_week,is_weekend,hour,customer_avg_amount,customer_std_amount,amount_deviation,is_anomaly,anomaly_score
59,2023-04-20,2993.31,1,2993.31,0.0,1,3,0,12,2198.588974358974,438.0468584676482,1.8101052548576337,1,-0.6375818580482084
59,2024-04-04,2998.1,1,2998.1,0.0,1,3,0,12,2198.588974358974,438.0468584676482,1.8210152520654899,1,-0.638445200361853
60,2023-02-05,2980.38,1,2980.38,0.0,1,6,1,12,2278.2908791208793,472.44060732340466,1.4829507862630964,1,-0.6407738723571657
63,2022-12-17,2988.23,1,2988.23,0.0,1,5,1,12,2263.3166346153844,470.9978273353114,1.5358404708707076,1,-0.6437064644328926
64,2024-10-12,2950.21,1,2950.21,0.0,1,5,1,12,2166.5934693877552,500.0110220474771,1.5640704418235079,1,-0.6249678452302488
65,2020-09-20,215.19,1,215.19,0.0,1,6,1,12,324.3243859649123,77.34967626254037,-1.3929143191251496,1,-0.6466132156045563
65,2020-10-18,217.55,1,217.55,0.0,1,6,1,12,324.3243859649123,77.34967626254037,-1.3627929438677469,1,-0.6426877724136788
65,2022-05-08,228.38,1,228.38,0.0,1,6,1,12,324.3243859649123,77.34967626254037,-1.2245664633433098,1,-0.621983375644267
65,2022-08-13,221.21,1,221.21,0.0,1,5,1,12,324.3243859649123,77.34967626254037,-1.3160792856295713,1,-0.6390770838103987
65,2023-05-07,212.01,1,212.01,0.0,1,6,1,12,324.3243859649123,77.34967626254037,-1.43350159595504,1,-0.6488043680383772
65,2023-12-17,217.03,1,217.03,0.0,1,6,1,12,324.3243859649123,77.34967626254037,-1.369429857060056,1,-0.6439935984764571
69,2020-08-08,2960.19,1,2960.19,0.0,1,5,1,12,2232.708531073446,445.5194115836368,1.629226972118525,1,-0.6345955983847348
69,2021-02-14,2944.33,1,2944.33,0.0,1,6,1,12,2232.708531073446,445.5194115836368,1.593707799628911,1,-0.6244824626110093
76,2023-08-26,2978.82,1,2978.82,0.0,1,5,1,12,2236.470729166667,503.9182043133688,1.4702366927784742,1,-0.6412075578865613
77,2022-09-18,2984.06,1,2984.06,0.0,1,6,1,12,2242.33311827957,439.2119610239173,1.6849312317529939,1,-0.647729011847421
77,2023-06-06,2997.88,1,2997.88,0.0,1,1,0,12,2242.33311827957,439.2119610239173,1.716325199258682,1,-0.6222607257378869
78,2020-10-11,227.12,1,227.12,0.0,1,6,1,12,316.43617021276594,75.78421237885527,-1.1632100850638105,1,-0.6224043434789092
78,2021-12-25,441.48,1,441.48,0.0,1,5,1,12,316.43617021276594,75.78421237885527,1.628509636463608,1,-0.6263343367574237
78,2023-04-02,211.28,1,211.28,0.0,1,6,1,12,316.43617021276594,75.78421237885527,-1.3695024921779846,1,-0.644429463165595
79,2021-04-11,2964.25,1,2964.25,0.0,1,6,1,12,2191.036149425287,470.7559883473137,1.6390122641229974,1,-0.636835380925065
79,2024-06-02,2965.31,1,2965.31,0.0,1,6,1,12,2191.036149425287,470.7559883473137,1.6412591884359529,1,-0.636835380925065
81,2022-02-06,441.31,1,441.31,0.0,1,6,1,12,313.2970833333333,71.49983472554423,1.765699427471429,1,-0.6297336821878183
81,2023-10-08,216.01,1,216.01,0.0,1,6,1,12,313.2970833333333,71.49983472554423,-1.341893863642915,1,-0.6439935984764571
82,2024-05-12,2964.85,1,2964.85,0.0,1,6,1,12,2274.1096739130435,467.8105685124214,1.473388981564,1,-0.6383789763108854
83,2024-10-26,212.24,1,212.24,0.0,1,5,1,12,358.36857142857144,91.49987712716184,-1.5797704382643116,1,-0.6545628244751976
85,2021-01-18,2992.12,1,2992.12,0.0,1,0,0,12,2183.2908287292817,455.2444896388442,1.7727976767696951,1,-0.6304885252352137
85,2021-02-21,2991.46,1,2991.46,0.0,1,6,1,12,2183.2908287292817,455.2444896388442,1.7713510839559994,1,-0.6612638135096128
85,2021-09-25,2942.21,1,2942.21,0.0,1,5,1,12,2183.2908287292817,455.2444896388442,1.663404574752161,1,-0.6313046677222592
85,2024-01-20,2961.3,1,2961.3,0.0,1,5,1,12,2183.2908287292817,455.2444896388442,1.7052461759846747,1,-0.6429864948842755
86,2021-11-07,2966.84,1,2966.84,0.0,1,6,1,12,2190.565824175824,480.88626096706696,1.6109074665592675,1,-0.6355440695827184
86,2022-07-16,2959.66,1,2959.66,0.0,1,5,1,12,2190.565824175824,480.88626096706696,1.5960076850515086,1,-0.6312081421294057
86,2023-09-09,2974.33,1,2974.33,0.0,1,5,1,12,2190.565824175824,480.88626096706696,1.626450553396748,1,-0.6377871997183274
88,2020-08-23,2949.63,1,2949.63,0.0,1,6,1,12,2170.381899441341,446.0964784244141,1.7429081600122656,1,-0.6383295248442441
88,2023-12-10,2921.8,1,2921.8,0.0,1,6,1,12,2170.381899441341,446.0964784244141,1.6806620870884217,1,-0.6244724594597145
88,2024-09-12,2999.72,1,2999.72,0.0,1,3,0,12,2170.381899441341,446.0964784244141,1.8549421446603194,1,-0.6411322044986858
88,2024-11-05,2983.2,1,2983.2,0.0,1,1,0,12,2170.381899441341,446.0964784244141,1.8179926252675092,1,-0.6300491549103917
89,2023-11-18,227.76,1,227.76,0.0,1,5,1,12,353.893125,70.4197108329076,-1.7660828296420723,1,-0.6523527206933032
89,2024-03-31,237.74,1,237.74,0.0,1,6,1,12,353.893125,70.4197108329076,-1.6263454954578291,1,-0.63542643880013
91,2024-11-10,218.65,1,218.65,0.0,1,6,1,12,334.9658823529412,72.76879560110429,-1.5767626596739504,1,-0.6527937464253885
94,2022-11-05,448.3,1,448.3,0.0,1,5,1,12,339.78269230769234,56.98463705650443,1.8714837791699988,1,-0.6332915819889192
94,2024-04-10,227.47,1,227.47,0.0,1,2,0,12,339.78269230769234,56.98463705650443,-1.9369387825648838,1,-0.626386914120312
97,2023-10-08,234.82,1,234.82,0.0,1,6,1,12,326.72409090909093,65.99247054158388,-1.371857018648742,1,-0.6218201390790637
97,2024-04-21,233.15,1,233.15,0.0,1,6,1,12,326.72409090909093,65.99247054158388,-1.396785193210738,1,-0.6307283162371408
98,2024-06-29,226.11,1,226.11,0.0,1,5,1,12,326.46269230769235,59.154616425614144,-1.6682459014893103,1,-0.6495656199470746
102,2023-08-20,2932.08,1,2932.08,0.0,1,6,1,12,2173.981298701299,453.6263175303941,1.667520493351154,1,-0.6258274262472415
102,2024-10-20,2956.47,1,2956.47,0.0,1,6,1,12,2173.981298701299,453.6263175303941,1.7211689493677138,1,-0.6399871082915946
104,2024-10-06,2964.45,1,2964.45,0.0,1,6,1,12,2165.5805882352943,449.7540083153124,1.772295746743263,1,-0.6486669058591354
106,2022-12-25,227.92,1,227.92,0.0,1,6,1,12,314.31433333333337,71.18469937705925,-1.1968510512463262,1,-0.621983375644267
109,2024-05-04,2948.81,1,2948.81,0.0,1,5,1,12,2225.63875,484.14046349050017,1.4906430290248522,1,-0.6278436677800591
109,2024-08-31,2948.12,1,2948.12,0.0,1,5,1,12,2225.63875,484.14046349050017,1.489220760523405,1,-0.6278436677800591
110,2023-02-25,2960.05,1,2960.05,0.0,1,5,1,12,2166.5837634408604,445.00677353885874,1.7790452603742988,1,-0.6463855112417025
110,2023-12-23,2922.88,1,2922.88,0.0,1,5,1,12,2166.5837634408604,445.00677353885874,1.6957057189026004,1,-0.6265885843955773
111,2020-08-29,2962.77,1,2962.77,0.0,1,5,1,12,2202.1637313432834,476.3483488923914,1.5933987630240656,1,-0.6354548970382682
111,2024-03-02,2986.44,1,2986.44,0.0,1,5,1,12,2202.1637313432834,476.3483488923914,1.6429851920018184,1,-0.6437064644328926
112,2024-09-09,2982.89,1,2982.89,0.0,1,0,0,12,2173.5902898550726,448.1799332921959,1.8017272147784704,1,-0.6259974054323867
112,2024-10-09,2999.16,1,2999.16,0.0,1,2,0,12,2173.5902898550726,448.1799332921959,1.8379487794435512,1,-0.6406086741679461
113,2020-03-08,231.51,1,231.51,0.0,1,6,1,12,336.38127272727274,70.10671812407102,-1.4748433832129255,1,-0.635797702687081
113,2021-06-03,211.36,1,211.36,0.0,1,3,0,12,336.38127272727274,70.10671812407102,-1.7582202642108802,1,-0.6354689681363394
113,2021-11-07,234.84,1,234.84,0.0,1,6,1,12,336.38127272727274,70.10671812407102,-1.4280123651621466,1,-0.626041553697644
113,2024-01-22,212.1,1,212.1,0.0,1,0,0,12,336.38127272727274,70.10671812407102,-1.7478133713107074,1,-0.634609650455058
116,2024-01-21,220.96,1,220.96,0.0,1,6,1,12,328.8318918918919,64.27301761659821,-1.652626090086898,1,-0.6532355671888713
116,2024-03-30,449.3,1,449.3,0.0,1,5,1,12,328.8318918918919,64.27301761659821,1.8456034745584424,1,-0.6318676356194609
117,2023-11-19,225.89,1,225.89,0.0,1,6,1,12,312.065,70.25588267184465,-1.209373833692616,1,-0.6250238369683468
117,2024-06-16,217.92,1,217.92,0.0,1,6,1,12,312.065,70.25588267184465,-1.3212242480184664,1,-0.6418186930501372
121,2024-07-27,215.93,1,215.93,0.0,1,5,1,12,331.7603846153846,68.47676665735725,-1.6671815656970956,1,-0.6563366967454838
125,2021-05-16,2955.8,1,2955.8,0.0,1,6,1,12,2263.3164615384617,475.12930435188844,1.4544022645364234,1,-0.6286228110870286
128,2021-05-29,2990.06,1,2990.06,0.0,1,5,1,12,2197.6562189054725,480.88127432520395,1.644396292850681,1,-0.6492025240760549
129,2023-08-13,2972.0,1,2972.0,0.0,1,6,1,12,2161.687435897436,473.0927847504656,1.709185607051718,1,-0.6442929278974336
129,2024-10-23,2995.59,1,2995.59,0.0,1,2,0,12,2161.687435897436,473.0927847504656,1.7589437994536894,1,-0.6279342338908402
134,2023-08-20,2945.66,1,2945.66,0.0,1,6,1,12,2203.264974358974,469.9521900177164,1.5763702587583215,1,-0.6245451435520165
134,2024-05-18,2964.61,1,2964.61,0.0,1,5,1,12,2203.264974358974,469.9521900177164,1.6166078888228241,1,-0.6364046525502706
136,2022-12-25,2943.01,1,2943.01,0.0,1,6,1,12,2123.0048780487805,466.2444355507995,1.7549810325393753,1,-0.6374663389536864
139,2022-02-13,2987.8,1,2987.8,0.0,1,6,1,12,2210.2102419354837,482.2233575413758,1.6091725408739905,1,-0.642401220591923
139,2023-09-23,2976.44,1,2976.44,0.0,1,5,1,12,2210.2102419354837,482.2233575413758,1.585663743497557,1,-0.6391347971914169
139,2024-10-06,2988.73,1,2988.73,0.0,1,6,1,12,2210.2102419354837,482.2233575413758,1.6110971167155468,1,-0.642401220591923
142,2023-04-29,219.29,1,219.29,0.0,1,5,1,12,329.93387096774194,81.68417042395342,-1.3381505843310568,1,-0.6413845941749011
142,2024-03-31,213.01,1,213.01,0.0,1,6,1,12,329.93387096774194,81.68417042395342,-1.4141022443380453,1,-0.6479270174624977
143,2024-05-26,449.82,1,449.82,0.0,1,6,1,12,338.8884782608696,67.89410368662826,1.610174395238721,1,-0.6271824489309201
144,2021-07-25,2995.29,1,2995.29,0.0,1,6,1,12,2243.89796875,442.3141981527108,1.69494240062928,1,-0.6572494298387067
145,2022-02-22,2982.42,1,2982.42,0.0,1,1,0,12,2202.2107368421052,438.51680676374184,1.7751522834877371,1,-0.6226182286791242
145,2022-10-04,2994.43,1,2994.43,0.0,1,1,0,12,2202.2107368421052,438.51680676374184,1.8024777459391779,1,-0.6334816669116935
147,2023-10-01,2977.36,1,2977.36,0.0,1,6,1,12,2195.5965686274512,483.820336401677,1.612480691661524,1,-0.6379283303995082
148,2020-12-23,211.42,1,211.42,0.0,1,2,0,12,333.9256603773585,67.71496208683057,-1.782809109645672,1,-0.6384857536550431
148,2021-11-07,234.92,1,234.92,0.0,1,6,1,12,333.9256603773585,67.71496208683057,-1.440816633970511,1,-0.6268892694169423
150,2024-07-06,2962.71,1,2962.71,0.0,1,5,1,12,2184.0984,468.7802377741878,1.6573953891484474,1,-0.6390830686980199
150,2024-08-31,2969.37,1,2969.37,0.0,1,5,1,12,2184.0984,468.7802377741878,1.6715722307106955,1,-0.6429864948842755
152,2022-10-27,229.79,1,229.79,0.0,1,3,0,12,355.2816129032258,67.07845233241319,-1.8433382164811245,1,-0.6230056347725466
152,2022-12-30,224.96,1,224.96,0.0,1,4,0,12,355.2816129032258,67.07845233241319,-1.9142857752830797,1,-0.6242714702685113
152,2023-03-31,228.21,1,228.21,0.0,1,4,0,12,355.2816129032258,67.07845233241319,-1.8665467346813498,1,-0.6234272944877576
153,2024-02-05,213.04,1,213.04,0.0,1,0,0,12,339.6175,72.14881642385852,-1.7304107733821783,1,-0.6258056697678291
157,2023-02-12,2965.43,1,2965.43,0.0,1,6,1,12,2108.9103571428573,525.0542921379276,1.6281962825095044,1,-0.636835380925065
160,2023-06-10,2969.3,1,2969.3,0.0,1,5,1,12,2207.3138095238096,440.43384573503175,1.726161683881323,1,-0.6460389686379157
160,2024-03-16,2972.86,1,2972.86,0.0,1,5,1,12,2207.3138095238096,440.43384573503175,1.734226312442081,1,-0.6469137626284408
161,2024-01-13,215.89,1,215.89,0.0,1,5,1,12,335.0375609756098,69.3289911141251,-1.6941457439971694,1,-0.6563366967454838
162,2024-02-18,2949.62,1,2949.62,0.0,1,6,1,12,2233.755217391304,446.3818863260756,1.6001201758243195,1,-0.6265986214441521
162,2024-04-07,2947.72,1,2947.72,0.0,1,6,1,12,2233.755217391304,446.3818863260756,1.5958732448285142,1,-0.6274470914825251
163,2023-02-18,212.35,1,212.35,0.0,1,5,1,12,332.1546153846154,76.18897133999222,-1.5520949859134043,1,-0.6532355671888713
164,2021-04-14,210.8,1,210.8,0.0,1,2,0,12,333.45069767441856,59.04422653906899,-2.042672622231438,1,-0.6458719926607771
169,2024-11-23,2946.58,1,2946.58,0.0,1,5,1,12,2250.878181818182,514.7130913074776,1.3490094199819873,1,-0.6257036711129431
171,2024-10-10,219.55,1,219.55,0.0,1,3,0,12,350.4790909090909,67.53303613114774,-1.910452218380336,1,-0.6285224249762204
172,2021-04-02,213.84,1,213.84,0.0,1,4,0,12,333.8188888888889,62.3321850404684,-1.894437856710992,1,-0.6377489262815521
172,2024-03-17,237.01,1,237.01,0.0,1,6,1,12,333.8188888888889,62.3321850404684,-1.5285891182663187,1,-0.6273390972717321
172,2024-10-20,447.94,1,447.94,0.0,1,6,1,12,333.8188888888889,62.3321850404684,1.8019449516575063,1,-0.6318676356194609
174,2020-03-31,2981.87,1,2981.87,0.0,1,1,0,12,2202.6360913705585,425.25191655670994,1.8281065218994026,1,-0.6287716040010973
174,2023-01-08,2972.92,1,2972.92,0.0,1,6,1,12,2202.6360913705585,425.25191655670994,1.8071095488598479,1,-0.6508650175512748
174,2023-06-06,2997.16,1,2997.16,0.0,1,1,0,12,2202.6360913705585,425.25191655670994,1.8639773283546874,1,-0.6411322044986858
176,2024-03-09,216.48,1,216.48,0.0,1,5,1,12,343.058,74.15252969386817,-1.6842812945300991,1,-0.6563366967454838
176,2024-11-12,214.54,1,214.54,0.0,1,1,0,12,343.058,74.15252969386817,-1.7100954621689335,1,-0.6236921889037029
178,2023-11-26,2935.4,1,2935.4,0.0,1,6,1,12,2201.210140845071,448.9610173484457,1.631674369218477,1,-0.6224491670532307
178,2024-03-29,2992.87,1,2992.87,0.0,1,4,0,12,2201.210140845071,448.9610173484457,1.7593965446608344,1,-0.6270851051104896
188,2020-07-25,234.63,1,234.63,0.0,1,5,1,12,335.7958823529412,66.03472374975065,-1.5091563997579314,1,-0.6307438959047735
188,2021-10-17,442.88,1,442.88,0.0,1,6,1,12,335.7958823529412,66.03472374975065,1.597442514223192,1,-0.62230647670518
188,2023-06-14,213.49,1,213.49,0.0,1,2,0,12,335.7958823529412,66.03472374975065,-1.8245153483368552,1,-0.6386124948203837
188,2023-10-18,216.68,1,216.68,0.0,1,2,0,12,335.7958823529412,66.03472374975065,-1.7769280708549837,1,-0.6327175541975353
190,2023-12-31,448.9,1,448.9,0.0,1,6,1,12,337.6116666666667,68.83297860849585,1.5936357799836711,1,-0.6231491347993725
190,2024-11-09,219.38,1,219.38,0.0,1,5,1,12,337.6116666666667,68.83297860849585,-1.6930634926731118,1,-0.6545628244751976
192,2023-11-26,226.29,1,226.29,0.0,1,6,1,12,289.5846666666667,75.94114430330399,-0.8226374489201445,1,-0.6255351065680052
193,2022-11-20,2948.97,1,2948.97,0.0,1,6,1,12,2186.194962406015,477.3632966566291,1.594551762071135,1,-0.62702271294754
193,2024-05-11,2995.48,1,2995.48,0.0,1,5,1,12,2186.194962406015,477.3632966566291,1.69177912112035,1,-0.6563606593646286
194,2023-12-02,448.8,1,448.8,0.0,1,5,1,12,339.16869565217394,65.74631841088123,1.6425071368423756,1,-0.6276069355776551
199,2021-11-21,215.16,1,215.16,0.0,1,6,1,12,325.9129411764706,78.96628038078322,-1.3849955337310622,1,-0.6457388280309999
199,2022-02-27,212.77,1,212.77,0.0,1,6,1,12,325.9129411764706,78.96628038078322,-1.4148831312111412,1,-0.6479270174624977
199,2022-07-30,224.28,1,224.28,0.0,1,5,1,12,325.9129411764706,78.96628038078322,-1.270947463012099,1,-0.6292380371509178
199,2023-04-09,218.12,1,218.12,0.0,1,6,1,12,325.9129411764706,78.96628038078322,-1.3479799318310477,1,-0.6426877724136788
199,2024-06-02,228.39,1,228.39,0.0,1,6,1,12,325.9129411764706,78.96628038078322,-1.2195507995630928,1,-0.621983375644267
200,2023-09-30,2946.34,1,2946.34,0.0,1,5,1,12,2148.470422535211,460.90671969634747,1.7273391865554586,1,-0.6374663389536864
200,2024-04-26,2983.8,1,2983.8,0.0,1,4,0,12,2148.470422535211,460.90671969634747,1.8084378118896511,1,-0.6276938651108872
200,2024-09-15,2986.94,1,2986.94,0.0,1,6,1,12,2148.470422535211,460.90671969634747,1.8152357212209207,1,-0.6608029967224615
203,2024-01-18,2983.8,1,2983.8,0.0,1,3,0,12,2170.4890721649485,457.2267483542367,1.7749093232905593,1,-0.6230396261919827
203,2024-03-16,2951.52,1,2951.52,0.0,1,5,1,12,2170.4890721649485,457.2267483542367,1.7044638503539906,1,-0.6348837784680512
204,2024-05-11,446.96,1,446.96,0.0,1,5,1,12,330.26160714285714,69.58111626732135,1.6533939816870469,1,-0.6284567709626826
205,2022-03-26,225.19,1,225.19,0.0,1,5,1,12,360.1870588235294,69.09124408540609,-1.9260188713305713,1,-0.6590995015921485
205,2022-04-24,232.88,1,232.88,0.0,1,6,1,12,360.1870588235294,69.09124408540609,-1.8163047394109018,1,-0.6500192819148629
205,2023-02-11,244.41,1,244.41,0.0,1,5,1,12,360.1870588235294,69.09124408540609,-1.651804877117821,1,-0.6318190263837622
207,2023-04-22,2972.89,1,2972.89,0.0,1,5,1,12,2219.9226229508195,458.76397402781157,1.6377259193510292,1,-0.636835380925065
208,2020-09-26,211.26,1,211.26,0.0,1,5,1,12,334.1113725490196,71.49112269420891,-1.6947092000112427,1,-0.6567809154317775
208,2021-10-02,448.0,1,448.0,0.0,1,5,1,12,334.1113725490196,71.49112269420891,1.5710699906166383,1,-0.6218855750634623
208,2022-06-19,217.47,1,217.47,0.0,1,6,1,12,334.1113725490196,71.49112269420891,-1.6090435382143382,1,-0.653677686983385
208,2023-08-27,216.14,1,216.14,0.0,1,6,1,12,334.1113725490196,71.49112269420891,-1.6273906123189894,1,-0.6563366967454838
208,2023-09-30,232.6,1,232.6,0.0,1,5,1,12,334.1113725490196,71.49112269420891,-1.4003283267832332,1,-0.6298754091379681
209,2024-01-14,226.75,1,226.75,0.0,1,6,1,12,332.6877272727273,63.44888478376142,-1.6437480280406558,1,-0.6495656199470746
209,2024-07-01,215.0,1,215.0,0.0,1,0,0,12,332.6877272727273,63.44888478376142,-1.826063052411109,1,-0.6381805644813096
211,2023-02-14,2978.48,1,2978.48,0.0,1,1,0,12,2143.032741935484,455.16876809880443,1.831443352745187,1,-0.6279213428807308
211,2023-12-30,2912.24,1,2912.24,0.0,1,5,1,12,2143.032741935484,455.16876809880443,1.6862339376506996,1,-0.6227847062304868
211,2024-12-01,2955.56,1,2955.56,0.0,1,6,1,12,2143.032741935484,455.16876809880443,1.7811987906382176,1,-0.642590427943544
212,2023-06-10,2963.3,1,2963.3,0.0,1,5,1,12,2235.784683544304,456.2933006746908,1.590916191823322,1,-0.6354548970382682
