customer_id,days_since_signup,contract_is_monthly,contract_is_annual,has_account_manager,is_enterprise,age,churned,recency_days,transaction_count,total_spend,avg_transaction_value,std_transaction_value,min_transaction,max_transaction,engagement_score,product_diversity,spending_trend,ticket_count,high_priority_tickets,resolution_rate
72,555,1,0,0,0,19,1,518,3,1957.8999999999999,652.6333333333333,450.81689124669373,338.05,1169.11,0.007826135888277293,3,0.0,10.0,3.0,0.5
73,1434,0,1,0,0,67,0,26,86,77940.25,906.2819767441861,187.7500982176904,562.14,1199.2,4.252838081052651,4,-0.5638837000506356,3.0,1.0,0.0
74,482,0,0,1,0,19,0,17,32,25938.91,810.5909375,166.39422119616967,577.74,1194.39,5.6109896019203465,4,-0.4579234802147048,2.0,0.0,1.0
75,1667,0,0,0,1,20,0,18,183,404841.62,2212.2492896174863,477.41189959715626,1401.17,2997.42,8.624007253490653,4,-0.6560852427874322,2.0,0.0,0.5
76,1782,0,1,1,1,45,0,24,206,460733.29,2236.5693689320387,481.4704701682026,1405.37,2997.02,9.040121244779664,4,-0.6928201775645381,3.0,0.0,0.0
77,885,0,1,0,1,34,0,24,98,217936.87,2223.845612244898,458.5022988015681,1414.95,2998.58,8.406936712300794,4,-0.675422372844879,1.0,1.0,0.0
78,385,1,0,0,0,41,0,39,12,4058.18,338.1816666666667,51.922804034334284,264.59,446.75,2.1773029096550403,4,-0.9986765659533358,4.0,2.0,1.0
79,384,0,0,0,1,60,0,22,45,100639.89,2236.442,461.05249217809944,1452.05,2992.12,8.671214371634886,4,-0.7002665987234677,4.0,2.0,0.75
80,1045,0,0,0,0,60,0,29,64,53633.03,838.01609375,175.69102131359267,560.5,1176.89,4.663097854752994,4,-0.7140639631203631,3.0,2.0,0.0
81,1781,0,0,0,0,53,1,1610,6,1968.07,328.01166666666666,83.94691141826881,200.99,443.97,4.67991389436369e-08,3,0.0,3.0,2.0,1.0
82,1317,0,0,0,1,61,0,14,142,317270.49,2234.2992253521124,463.1462915923086,1410.27,2989.32,10.364180565321591,4,-0.31049659011600755,3.0,1.0,0.3333333333333333
83,222,0,1,0,0,37,0,34,7,2349.68,335.6685714285714,71.37965056152707,241.7,409.53,2.099209007864671,4,-0.9986114389657997,1.0,0.0,1.0
84,1225,0,0,1,0,47,1,1117,9,6469.54,718.8377777777778,235.5878362085879,465.56,1140.4,2.2062069072278357e-05,3,0.0,2.0,1.0,0.5
85,215,0,0,1,1,68,0,14,22,46493.81,2113.355,539.3193169767662,1403.91,2977.53,7.6095488142595595,4,-0.6042371384005559,2.0,0.0,1.0
86,779,0,1,0,1,23,1,642,14,23384.76,1670.34,450.2166877097157,945.9,2386.46,0.00580006917701658,4,0.0,2.0,1.0,0.5
87,1722,1,0,1,0,27,1,1536,7,2144.95,306.4214285714285,82.87005861157401,177.07,436.82,1.1952002465733593e-07,4,0.0,0.0,0.0,0.0
88,705,0,1,1,1,47,0,11,76,167145.65,2199.2848684210526,446.7368842364774,1403.34,2974.33,9.021132486191396,4,-0.5584896434760279,2.0,0.0,0.5
89,728,0,0,1,0,49,0,61,22,7464.21,339.28227272727275,77.37927222957852,212.24,443.22,1.685176051263947,4,-0.9975798644724104,1.0,0.0,0.0
90,978,0,0,1,0,75,0,28,61,52421.62,859.3708196721312,166.44118733349507,576.6,1175.51,4.515309355046296,4,-0.660563106734293,1.0,1.0,1.0
91,661,1,0,1,0,21,0,58,20,6714.09,335.7045,73.95678030017547,227.26,443.7,1.714334943194511,4,-0.9976708978688715,1.0,0.0,0.0
92,809,0,1,0,1,69,0,14,90,205816.58,2286.8508888888887,460.7088799934498,1418.05,2999.72,8.561283615310224,4,-0.7550801123471969,2.0,1.0,1.0
93,1191,0,1,1,0,71,0,22,75,66283.76,883.7834666666666,189.79749151429036,562.05,1194.45,5.093979574733847,4,-0.6861468605888613,4.0,1.0,0.5
94,1720,0,0,0,0,46,0,41,54,18605.79,344.5516666666667,66.10244529915896,222.53,449.92,2.1529599772307106,4,-0.9986228361312712,0.0,0.0,0.0
95,1223,0,0,0,0,58,1,976,18,16584.21,921.3449999999999,222.17414632908765,449.83,1194.59,0.00011782621452884691,4,0.0,1.0,0.0,1.0
96,1507,1,0,0,0,33,0,21,92,83253.83,904.9329347826088,181.89190492132352,567.15,1198.73,4.952710921701883,4,-0.8250351159936717,3.0,2.0,0.0
97,456,0,0,0,0,26,0,36,14,4301.16,307.2257142857143,59.23165106522094,214.71,427.87,2.183182023443081,4,-0.998075924037481,0.0,0.0,0.0
98,1319,0,0,0,0,63,0,54,40,13593.03,339.82575,66.65121565388755,211.93,444.64,1.8926157831507728,4,-0.9987119211695755,0.0,0.0,0.0
99,889,0,1,1,0,52,0,25,57,49856.68,874.6785964912281,167.7172516516009,598.5,1193.39,4.9544621412321534,4,-0.8050168534922004,3.0,1.0,0.6666666666666666
100,350,1,0,1,1,42,0,8,44,94651.58,2151.1722727272727,429.20612062360095,1422.25,2902.79,10.252864020078087,4,-0.6267366664862125,1.0,0.0,1.0
101,645,0,0,0,0,48,0,25,38,32296.91,849.9186842105263,194.13165022000098,569.09,1198.96,4.240740159196056,4,-0.5781875174604979,1.0,0.0,1.0
102,206,0,1,1,1,52,0,5,23,49851.15,2167.441304347826,498.5128907816668,1421.34,2979.48,9.794105625893428,4,-0.5230351234742807,0.0,0.0,0.0
103,1212,0,1,1,0,35,0,26,75,65199.38,869.3250666666667,184.40455592787006,561.73,1192.01,4.627714072333674,4,-0.7217117893664539,2.0,1.0,1.0
104,1085,0,1,1,1,60,0,8,118,258620.9,2191.7025423728815,470.5886316024656,1417.87,2975.01,8.922637582969614,4,-0.26795233161821314,0.0,0.0,0.0
105,1226,0,1,0,0,57,0,53,37,12300.68,332.4508108108108,62.472206814905476,210.58,437.16,1.8049595170969424,4,-0.998482272948033,1.0,1.0,0.0
106,446,0,0,0,0,23,0,61,13,4144.6900000000005,318.82230769230773,60.638005430291834,242.55,400.79,1.735964755180592,4,-0.9961707830748612,1.0,1.0,1.0
107,1535,1,0,1,0,34,0,23,96,84651.68,881.7883333333333,183.67760581299234,573.06,1190.42,4.844521943926509,4,-0.7816268790988148,2.0,1.0,1.0
108,1649,0,1,0,0,39,0,25,102,89134.01,873.8628431372548,191.90281212566302,564.38,1196.52,4.896711900549387,4,-0.7868612986634239,0.0,0.0,0.0
109,1078,0,1,1,1,48,0,16,117,253515.73,2166.8011111111114,465.83420296610365,1403.68,2985.61,8.57180837724581,4,-0.6071848854704492,0.0,0.0,0.0
110,608,0,1,1,1,59,0,13,72,160060.35,2223.0604166666667,480.9487565935044,1404.81,2976.52,9.769629024142453,4,-0.4728134036413235,1.0,0.0,1.0
111,334,1,0,1,1,30,0,20,38,84004.06,2210.633157894737,525.4878053570296,1407.06,2986.82,8.506908821402169,4,-0.9320027572837634,0.0,0.0,0.0
112,944,1,0,1,1,48,0,18,102,222021.15,2176.6779411764705,437.0840518740645,1417.81,2960.05,8.166155468596962,4,-0.6550058889898588,1.0,0.0,1.0
113,343,0,1,1,0,67,0,62,10,3105.24,310.524,77.27100666557354,212.38,430.15,1.6882715258924645,3,-0.9969648222903451,2.0,0.0,0.5
114,462,1,0,0,0,24,0,36,14,4670.67,333.6192857142857,62.772597213983516,251.65,423.47,2.3078087934429465,4,-0.9985160342499295,1.0,0.0,0.0
115,1621,0,0,1,0,43,0,48,51,16851.31,330.4178431372549,76.35733862082218,211.15,444.42,1.8886045866578305,4,-0.998185611902386,0.0,0.0,0.0
116,586,1,0,1,0,72,1,519,3,965.22,321.74,105.86516754816004,210.11,420.7,0.00676236826400844,2,0.0,4.0,0.0,0.5
117,855,0,1,0,0,60,0,53,26,9086.49,349.4803846153846,60.99221481341822,242.45,444.05,1.8969459076443065,4,-0.9982925829804672,2.0,0.0,0.5
118,1470,1,0,0,0,70,1,1371,4,1357.61,339.4025,83.46313013341079,227.9,415.51,6.14098539076657e-07,3,0.0,6.0,1.0,0.0
119,1318,0,1,1,0,63,0,23,82,71222.14,868.5626829268292,197.48581918177874,560.55,1194.58,4.838532029265306,4,-0.8138805695812475,2.0,1.0,0.0
120,1418,0,0,0,0,57,0,28,87,75644.32,869.4749425287357,185.22012579551384,568.38,1199.66,4.6899512461059505,4,-0.5511529411764705,1.0,0.0,0.0
121,823,0,1,0,0,38,0,56,25,8511.44,340.4576,76.32820799459834,211.36,432.22,1.8246684449148882,4,-0.9985743206637963,4.0,1.0,0.75
122,904,0,1,0,1,66,0,18,94,205105.98,2181.978510638298,435.2175976586156,1414.0,2995.35,8.13966857602656,4,-0.6929730119183783,2.0,2.0,0.5
123,509,0,1,0,0,49,0,41,15,4556.95,303.7966666666667,71.01131003143762,217.92,421.65,1.971631582814533,3,-0.9979577666135686,1.0,0.0,0.0
124,1345,1,0,0,0,69,0,28,81,73089.11,902.3346913580247,186.42382850031822,568.88,1194.95,4.742446214192921,4,-0.6930366235902989,2.0,1.0,0.5
125,257,0,0,1,1,53,0,8,32,75936.45,2373.0140625,497.6382573513997,1538.98,2977.65,10.231609762839376,4,-0.4904815855771892,1.0,1.0,1.0
126,1659,1,0,1,0,64,0,20,103,92957.71,902.5020388349515,186.98390230261057,561.76,1194.86,5.109606375917242,4,-0.709117738117828,0.0,0.0,0.0
127,418,0,0,1,0,59,1,236,12,9241.630000000001,770.1358333333334,198.197262271631,533.83,1170.28,0.37467938619781227,4,0.0,4.0,2.0,0.5
128,531,1,0,1,1,32,0,13,53,119413.57,2253.0862264150946,469.56417004014077,1416.45,2984.3,9.18604696233216,4,-0.4692717644855357,0.0,0.0,0.0
129,718,0,1,0,1,48,0,23,81,187776.13999999998,2318.2239506172837,481.8241778509019,1415.09,2980.8,8.428139836556955,4,-0.6312466511159048,4.0,2.0,0.75
130,202,0,1,0,0,40,0,24,12,11203.82,933.6516666666666,211.08506324286054,575.49,1194.76,4.260420039142158,4,-0.8202566573733062,0.0,0.0,0.0
131,1605,0,1,1,0,25,0,21,107,96235.5,899.3971962616822,189.5439614452721,561.98,1194.41,5.269933557026894,4,-0.6364589422319364,0.0,0.0,0.0
132,713,0,0,0,1,30,0,15,83,181973.34,2192.449879518072,470.4888080405832,1402.91,2988.52,9.212425121489249,4,-0.5091357145595151,4.0,2.0,0.5
133,1787,0,1,1,0,24,0,24,111,93549.61,842.7892792792793,169.09815497467577,571.19,1186.39,4.961564787263646,4,-0.6493948847794306,1.0,0.0,1.0
134,1247,0,1,1,1,37,0,7,142,317591.86,2236.562394366197,498.5968563068254,1412.68,2997.7,9.283164346321113,4,-0.5082043213394914,4.0,1.0,0.5
135,751,0,1,1,0,21,0,16,48,40878.63,851.638125,175.75467065802744,568.76,1177.38,4.943829250593438,4,-0.6516449797560541,2.0,1.0,0.5
136,1392,0,0,0,1,24,0,15,154,340072.86,2208.265324675325,462.5935244626005,1407.28,2995.59,9.122791232975082,4,-0.6781628572934825,4.0,1.0,1.0
137,581,0,1,1,0,46,1,514,3,1228.3899999999999,409.4633333333333,51.77049578025434,350.46,447.28,0.007199649652853725,3,0.0,6.0,1.0,0.5
138,1540,0,1,0,0,25,1,1372,13,10322.72,794.0553846153846,182.94822426100893,592.29,1111.88,1.4327762967805684e-06,4,0.0,0.0,0.0,0.0
139,443,1,0,0,1,27,0,18,49,106667.32,2176.8840816326533,434.43398479093065,1417.73,2928.42,7.894479464945402,4,-0.8586333279874524,0.0,0.0,0.0
140,1065,1,0,1,0,25,0,27,64,58039.37,906.86515625,185.62540080865014,568.49,1190.97,4.466459147370757,4,-0.8498148215862138,1.0,1.0,1.0
141,1306,0,0,0,0,46,0,24,83,73532.33,885.931686746988,184.88843057513043,568.68,1198.59,4.697496604503488,4,-0.7946418244056458,4.0,0.0,0.5
142,931,0,1,1,0,57,0,32,29,8910.35,307.25344827586207,62.56366039459683,210.91,441.09,2.4328648033921443,4,-0.997770991685799,0.0,0.0,0.0
143,1664,0,1,1,0,28,0,41,51,18090.9,354.72352941176473,62.13911871996672,223.18,446.6,1.9956106258299062,4,-0.9986178108888858,1.0,1.0,0.0
144,943,1,0,0,1,44,0,20,104,230644.58,2217.736346153846,459.86311455926847,1413.63,2994.66,8.914208965862732,4,-0.714446240410772,2.0,1.0,0.5
145,201,0,1,0,1,32,0,12,23,49259.92,2141.735652173913,492.52412212108584,1411.69,2847.31,8.03258414710702,4,-0.7526139565213756,1.0,0.0,0.0
146,1293,0,0,1,0,22,0,30,79,72628.76,919.3513924050633,188.85727254100146,563.46,1197.42,4.420297289581269,4,-0.8150397345262146,2.0,2.0,0.5
147,1319,0,1,1,1,52,0,19,141,307919.7,2183.8276595744683,462.2669492413574,1419.13,2989.23,7.771015422831207,4,-0.8817057069179188,3.0,2.0,0.0
148,522,0,1,0,0,22,0,34,17,5522.55,324.8558823529412,60.428897687574064,240.22,415.96,2.366079437917682,4,-0.9987837657046253,2.0,2.0,0.5
149,396,0,0,0,0,46,0,17,25,21909.17,876.3667999999999,189.62994380986706,587.34,1195.12,4.878371739693342,4,-0.7525035100009594,4.0,2.0,0.75
150,732,0,0,0,1,35,0,13,82,178964.5,2182.493902439024,457.75489645015176,1402.21,2976.44,8.098091713962063,4,-0.5898853077764749,4.0,1.0,0.75
151,1009,0,1,0,0,56,0,23,66,60883.32,922.4745454545455,168.72151334425263,584.12,1195.49,5.578690939239144,4,-0.7937192238073921,0.0,0.0,0.0
152,381,0,0,1,0,19,0,50,11,3399.48,309.0436363636364,75.55552981386967,216.28,434.12,1.8008360914234958,4,-0.9983116663852777,1.0,0.0,1.0
153,1159,0,0,0,0,54,0,42,36,11913.31,330.92527777777775,66.4791054816092,211.9,446.91,2.1032213703099036,4,-0.9982576879519122,0.0,0.0,0.0
154,495,0,0,0,1,35,0,8,52,114634.49,2204.509423076923,508.8135497579713,1420.07,2986.53,8.661334737221928,4,-0.374546113958318,3.0,2.0,0.3333333333333333
155,586,0,0,0,0,23,0,36,37,34372.74,928.9929729729729,179.3262449631469,593.27,1199.51,4.41859776046623,4,-0.9997603384021762,0.0,0.0,0.0
156,898,0,1,0,0,60,0,59,28,8885.47,317.3382142857143,60.954450939088225,221.72,444.52,1.8987220223478087,4,-0.9985701825876836,0.0,0.0,0.0
157,720,0,1,1,1,36,0,12,81,184757.85,2280.961111111111,438.82324205766486,1459.34,2995.29,9.5340640079573,4,-0.32244187026342835,2.0,0.0,0.5
158,517,0,1,1,0,38,0,20,32,26871.77,839.7428125,186.47147209355617,562.33,1198.1,5.048112604314752,4,-0.8397192877558226,0.0,0.0,0.0
159,1120,0,1,0,0,60,0,34,70,61594.99,879.9284285714285,175.11798055022098,586.97,1170.26,4.08579036442875,4,-0.9997199287498739,2.0,1.0,0.0
160,1380,1,0,0,1,51,1,1168,22,43018.6,1955.390909090909,498.27133353997567,1106.91,2896.99,2.1023710062408863e-05,4,0.0,1.0,0.0,0.0
161,1554,0,0,0,0,66,0,39,48,15347.01,319.729375,66.55286126196421,217.63,449.16,2.158366495417483,4,-0.9985726112649519,4.0,0.0,0.5
162,222,0,0,0,1,36,0,8,23,55184.98,2399.3469565217392,399.15999488055354,1587.45,2996.08,8.848011323985807,4,-0.5962295921671603,2.0,1.0,0.0
163,1361,1,0,1,0,58,0,68,42,13975.99,332.76166666666666,77.80122134964165,210.54,446.39,1.5668520386102134,4,-0.9966920277869666,0.0,0.0,0.0
164,1733,0,1,1,0,53,0,35,54,18560.68,343.7162962962963,67.95518357493418,215.51,444.87,2.2431560727690707,4,-0.9986708667278068,4.0,2.0,0.5
165,1466,1,0,0,0,25,0,18,93,82300.46,884.951182795699,183.8918427916935,564.44,1198.05,4.943429103192063,4,-0.7058388055359296,0.0,0.0,0.0
