customer_id,signup_date,contract_type,region,age,industry,company_size,account_manager_assigned,churned
168,2020-09-05,monthly,East,67,Healthcare,Medium,False,0
169,2022-04-21,monthly,East,64,Finance,Enterprise,False,0
170,2023-11-19,monthly,West,52,Healthcare,Medium,False,0
171,2022-09-30,biennial,West,47,Finance,Small,True,0
172,2020-01-12,biennial,West,32,Healthcare,Small,False,0
173,2023-08-13,biennial,West,63,Healthcare,Medium,True,0
174,2022-02-27,annual,North,26,Manufacturing,Enterprise,False,0
175,2021-05-02,monthly,West,24,Manufacturing,Medium,True,0
176,2022-06-19,biennial,South,44,Retail,Small,False,1
177,2023-10-22,annual,East,57,Healthcare,Enterprise,True,0
178,2023-09-02,annual,West,38,Healthcare,Enterprise,True,0
179,2022-05-30,biennial,North,33,Finance,Small,True,0
180,2023-05-14,annual,North,66,Tech,Medium,True,0
181,2022-07-18,biennial,East,75,Tech,Small,False,0
182,2020-06-12,monthly,East,40,Finance,Medium,True,0
183,2024-06-10,monthly,West,54,Retail,Small,True,0
184,2020-08-06,monthly,West,57,Retail,Medium,True,0
185,2020-03-27,monthly,West,58,Finance,Medium,False,0
186,2020-03-30,biennial,North,75,Healthcare,Medium,True,0
187,2021-04-11,monthly,West,40,Manufacturing,Medium,False,0
188,2023-07-10,biennial,East,47,Finance,Small,False,0
189,2022-04-19,annual,North,33,Healthcare,Enterprise,False,0
190,2020-01-24,biennial,East,62,Finance,Small,False,0
191,2022-09-04,annual,North,54,Tech,Enterprise,False,0
192,2020-06-26,annual,South,56,Finance,Small,True,0
193,2023-04-03,biennial,East,61,Retail,Enterprise,True,0
194,2022-10-15,biennial,North,37,Healthcare,Small,False,0
195,2022-07-12,biennial,South,23,Finance,Medium,False,0
196,2020-07-27,monthly,South,26,Manufacturing,Medium,False,1
197,2020-12-28,monthly,East,70,Healthcare,Medium,False,1
198,2022-02-22,monthly,West,22,Retail,Small,False,0
199,2021-07-11,biennial,East,23,Healthcare,Small,False,0
200,2020-12-07,biennial,North,47,Finance,Enterprise,False,0
201,2021-10-03,biennial,West,70,Finance,Small,True,0
202,2024-06-16,annual,North,57,Manufacturing,Medium,True,0
203,2024-06-01,biennial,North,58,Healthcare,Enterprise,False,1
204,2021-12-11,biennial,West,25,Retail,Small,True,0
205,2022-03-11,annual,West,25,Tech,Small,True,0
206,2022-06-01,annual,West,41,Manufacturing,Medium,True,0
207,2020-07-02,annual,North,71,Healthcare,Enterprise,False,0
208,2021-07-31,annual,North,62,Finance,Small,False,0
209,2021-10-05,annual,South,72,Finance,Small,False,1
210,2022-03-24,biennial,East,21,Healthcare,Medium,True,0
211,2022-01-07,monthly,West,23,Retail,Enterprise,True,0
212,2023-03-11,monthly,East,33,Retail,Enterprise,True,0
213,2022-05-10,monthly,South,55,Retail,Small,False,0
214,2024-06-26,monthly,North,35,Retail,Small,False,1
215,2021-08-09,monthly,North,60,Tech,Small,True,0
216,2023-04-18,annual,South,55,Finance,Small,True,0
217,2022-12-17,annual,North,26,Healthcare,Enterprise,True,0
218,2020-07-14,biennial,North,48,Healthcare,Medium,True,0
219,2023-02-16,annual,South,57,Tech,Enterprise,False,0
220,2021-07-07,annual,North,21,Healthcare,Medium,False,0
221,2020-01-06,biennial,North,49,Healthcare,Small,True,0
222,2020-05-21,annual,South,22,Retail,Medium,False,0
223,2021-05-14,annual,East,47,Manufacturing,Enterprise,False,1
224,2022-03-16,monthly,North,72,Manufacturing,Enterprise,True,0
225,2023-12-31,annual,West,74,Retail,Medium,False,1
226,2023-12-02,annual,West,44,Tech,Medium,False,1
227,2023-12-13,annual,East,41,Retail,Enterprise,False,0
228,2020-07-16,monthly,North,71,Tech,Small,False,0
229,2020-12-30,monthly,East,69,Retail,Enterprise,True,0
230,2022-02-24,biennial,East,60,Tech,Medium,False,0
231,2022-05-17,biennial,West,73,Tech,Medium,False,0
232,2022-05-31,annual,North,54,Manufacturing,Small,True,0
233,2020-11-26,biennial,West,32,Tech,Medium,False,0
234,2024-01-02,monthly,East,54,Retail,Medium,True,0
235,2021-09-17,biennial,East,19,Retail,Medium,False,0
236,2020-07-20,annual,East,18,Retail,Small,False,0
237,2024-05-11,monthly,South,65,Tech,Small,True,0
238,2020-11-14,annual,West,47,Finance,Small,False,0
239,2021-08-22,annual,East,67,Manufacturing,Enterprise,True,0
240,2022-08-21,monthly,South,28,Manufacturing,Small,True,0
241,2022-05-28,annual,West,60,Healthcare,Medium,False,0
242,2023-11-30,annual,East,31,Manufacturing,Small,False,0
243,2021-04-16,annual,North,36,Manufacturing,Medium,False,0
244,2022-03-31,monthly,South,43,Manufacturing,Small,True,0
245,2020-12-01,monthly,East,31,Retail,Medium,False,1
246,2022-06-30,annual,North,18,Healthcare,Enterprise,False,0
247,2020-02-20,monthly,South,42,Manufacturing,Enterprise,True,1
248,2024-04-04,biennial,East,22,Healthcare,Enterprise,True,0
249,2023-09-16,annual,North,47,Tech,Medium,False,0
250,2020-08-19,biennial,West,63,Healthcare,Medium,True,0
251,2023-04-01,annual,North,38,Retail,Enterprise,False,0
252,2022-07-13,biennial,East,23,Healthcare,Small,True,0
253,2023-01-23,annual,West,51,Tech,Medium,False,0
254,2022-06-25,biennial,East,32,Finance,Small,True,0
255,2022-08-31,biennial,North,51,Manufacturing,Small,False,0
256,2021-04-07,annual,South,33,Tech,Small,False,0
257,2024-01-02,monthly,South,56,Retail,Enterprise,True,0
258,2024-04-09,monthly,West,47,Manufacturing,Enterprise,False,0
259,2020-01-08,biennial,East,73,Finance,Small,False,0
260,2021-04-05,monthly,West,46,Finance,Medium,True,0
261,2021-04-21,annual,North,37,Healthcare,Medium,True,0
262,2021-09-19,monthly,East,71,Finance,Small,True,0
263,2023-01-19,biennial,West,47,Manufacturing,Enterprise,True,0
264,2021-09-23,annual,South,38,Manufacturing,Medium,True,0
265,2022-10-08,monthly,West,24,Finance,Enterprise,True,0
266,2023-03-22,biennial,South,20,Retail,Enterprise,False,0
267,2020-11-27,annual,South,41,Finance,Medium,False,0
268,2021-07-20,annual,East,61,Manufacturing,Small,False,0
269,2023-01-06,monthly,East,24,Manufacturing,Enterprise,False,0
270,2022-10-05,annual,East,64,Manufacturing,Small,False,1
271,2022-10-10,monthly,South,40,Finance,Enterprise,False,0
272,2020-08-11,monthly,North,37,Manufacturing,Medium,False,0
273,2020-11-11,monthly,North,59,Healthcare,Enterprise,False,0
274,2022-12-30,monthly,East,37,Retail,Small,False,1
275,2022-02-08,annual,South,32,Retail,Small,True,0
276,2023-11-14,annual,North,50,Manufacturing,Enterprise,True,0
277,2022-03-22,biennial,East,74,Manufacturing,Small,False,0
278,2021-02-10,monthly,South,29,Manufacturing,Small,False,1
279,2023-01-30,monthly,West,41,Retail,Medium,False,1
280,2024-02-20,biennial,West,32,Manufacturing,Small,False,0
281,2024-05-05,annual,South,41,Manufacturing,Medium,False,1
282,2021-02-09,annual,West,50,Manufacturing,Medium,True,0
283,2023-06-26,monthly,South,73,Finance,Small,False,0
284,2022-01-25,annual,North,63,Manufacturing,Small,False,0
285,2023-05-02,monthly,South,35,Healthcare,Enterprise,True,0
286,2021-02-16,annual,North,32,Healthcare,Medium,True,0
287,2021-09-19,annual,North,43,Manufacturing,Medium,True,0
288,2023-12-21,annual,North,41,Retail,Small,False,1
289,2024-06-16,monthly,East,68,Retail,Small,True,0
290,2022-02-13,annual,West,62,Retail,Enterprise,False,0
291,2023-10-22,annual,North,75,Tech,Small,False,0
292,2021-12-01,monthly,South,53,Manufacturing,Enterprise,False,0
293,2020-12-25,monthly,East,33,Finance,Small,True,1
294,2021-12-02,monthly,West,58,Manufacturing,Medium,True,0
295,2024-03-17,monthly,West,56,Manufacturing,Small,True,0
296,2021-09-01,biennial,South,36,Healthcare,Small,False,0
297,2021-06-20,monthly,West,29,Tech,Enterprise,False,0
298,2020-02-19,monthly,North,42,Healthcare,Small,False,1
299,2023-09-14,annual,East,65,Tech,Medium,True,0
300,2023-01-03,annual,South,64,Tech,Enterprise,False,0
301,2024-06-06,monthly,North,40,Manufacturing,Medium,True,0
302,2020-04-22,biennial,West,62,Healthcare,Enterprise,True,0
303,2021-10-30,monthly,North,63,Healthcare,Small,False,0
304,2021-06-23,monthly,North,68,Retail,Small,False,0
305,2024-01-09,annual,West,70,Manufacturing,Medium,False,0
306,2022-08-04,monthly,South,36,Finance,Small,False,0
307,2020-07-05,annual,North,69,Finance,Medium,False,0
308,2021-09-21,biennial,West,75,Healthcare,Medium,True,0
309,2023-03-22,annual,West,41,Manufacturing,Medium,True,0
310,2023-10-28,biennial,West,23,Healthcare,Enterprise,True,0
311,2022-11-26,biennial,East,38,Tech,Small,False,0
312,2024-04-17,biennial,East,37,Healthcare,Enterprise,False,0
313,2021-10-18,monthly,West,40,Healthcare,Small,False,1
314,2024-01-07,biennial,West,35,Tech,Small,False,0
315,2023-01-06,annual,South,19,Retail,Enterprise,False,0
316,2021-02-18,monthly,South,22,Retail,Enterprise,False,0
317,2022-09-05,annual,West,54,Tech,Enterprise,True,0
318,2022-03-09,biennial,West,41,Finance,Medium,True,0
319,2020-07-30,biennial,South,51,Finance,Medium,False,0
320,2022-01-13,biennial,East,33,Tech,Small,True,0
321,2023-09-07,annual,West,53,Tech,Medium,False,0
322,2023-07-23,biennial,West,31,Manufacturing,Medium,False,1
323,2021-05-03,monthly,North,26,Tech,Medium,True,0
324,2022-10-21,biennial,West,23,Finance,Enterprise,False,0
325,2024-01-21,biennial,North,53,Manufacturing,Medium,False,0
326,2022-08-21,monthly,South,68,Finance,Enterprise,True,1
327,2021-01-25,monthly,South,68,Retail,Small,False,0
328,2023-04-28,monthly,East,53,Manufacturing,Medium,False,0
329,2022-09-18,biennial,South,57,Tech,Small,False,0
330,2023-03-16,annual,West,51,Healthcare,Medium,True,0
331,2022-06-14,monthly,East,59,Tech,Medium,False,0
332,2022-10-06,biennial,East,26,Manufacturing,Enterprise,True,0
333,2022-03-01,monthly,West,50,Tech,Small,True,0
334,2023-10-20,annual,South,28,Finance,Enterprise,True,0
335,2021-01-04,annual,East,72,Tech,Medium,True,0
336,2023-01-23,biennial,East,26,Finance,Enterprise,True,0
337,2020-04-24,biennial,South,55,Manufacturing,Small,True,0
338,2021-11-20,biennial,East,71,Manufacturing,Small,True,0
339,2022-06-27,monthly,North,59,Manufacturing,Medium,True,0
340,2020-11-12,biennial,West,57,Tech,Medium,False,0
341,2021-08-24,biennial,East,48,Retail,Enterprise,False,0
342,2020-09-23,annual,West,22,Tech,Small,False,0
343,2022-11-15,annual,West,47,Retail,Medium,True,0
344,2023-02-28,annual,East,64,Finance,Medium,True,0
345,2022-04-01,annual,North,38,Retail,Medium,True,1
346,2020-05-08,annual,West,33,Retail,Small,True,0
347,2022-04-02,annual,West,73,Manufacturing,Medium,True,1
348,2022-01-02,monthly,East,54,Finance,Small,True,0
349,2021-05-15,annual,West,49,Finance,Medium,True,0
350,2020-06-28,monthly,West,50,Healthcare,Small,True,0
351,2021-06-08,biennial,East,21,Tech,Medium,False,1
352,2023-09-23,biennial,West,36,Manufacturing,Small,True,0
353,2022-10-19,annual,South,74,Finance,Enterprise,False,1
354,2023-02-26,annual,East,20,Healthcare,Small,True,0
355,2023-09-24,annual,East,22,Healthcare,Enterprise,False,0
356,2022-12-01,biennial,East,70,Manufacturing,Enterprise,True,0
357,2023-11-15,monthly,North,43,Finance,Medium,False,1
358,2023-09-09,monthly,South,56,Manufacturing,Medium,True,0
359,2022-05-16,monthly,North,26,Finance,Medium,False,0
360,2022-05-18,monthly,South,38,Manufacturing,Medium,True,0
361,2023-05-11,annual,East,55,Finance,Enterprise,False,0
362,2024-01-15,biennial,East,48,Tech,Medium,False,0
363,2021-02-22,biennial,North,44,Manufacturing,Medium,True,0
364,2020-01-09,biennial,West,34,Manufacturing,Enterprise,True,0
365,2022-12-12,biennial,North,55,Healthcare,Small,False,0
366,2023-09-08,monthly,South,20,Manufacturing,Enterprise,True,0
367,2022-11-01,monthly,North,46,Finance,Medium,True,1
368,2020-08-09,annual,South,44,Manufacturing,Enterprise,False,0
369,2020-08-19,biennial,North,63,Retail,Enterprise,True,0
370,2021-06-21,biennial,East,60,Healthcare,Enterprise,False,0
371,2021-11-17,annual,South,47,Manufacturing,Medium,False,0
372,2020-08-23,biennial,East,57,Healthcare,Small,True,0
373,2023-07-09,annual,East,32,Finance,Medium,True,0
374,2022-06-24,biennial,West,38,Healthcare,Medium,False,1
375,2021-01-19,annual,North,54,Manufacturing,Medium,False,1
376,2020-07-30,annual,South,36,Tech,Medium,True,0
377,2021-11-27,annual,West,59,Finance,Enterprise,False,0
378,2020-07-16,monthly,South,70,Manufacturing,Medium,False,0
379,2020-11-03,monthly,North,57,Manufacturing,Small,True,0
380,2020-11-25,monthly,South,58,Retail,Small,True,0
381,2021-03-19,annual,East,63,Healthcare,Small,True,0
382,2021-08-25,monthly,South,44,Healthcare,Medium,True,0
383,2022-12-25,annual,East,36,Tech,Small,True,0
384,2023-12-19,biennial,North,29,Healthcare,Small,True,0
385,2023-12-19,annual,West,29,Finance,Small,True,0
386,2024-04-11,annual,North,39,Finance,Medium,False,0
387,2024-03-28,monthly,West,35,Retail,Small,False,1
388,2021-10-03,monthly,West,59,Finance,Enterprise,True,0
389,2023-01-02,monthly,East,68,Finance,Enterprise,True,0
390,2022-07-07,monthly,West,70,Healthcare,Enterprise,False,1
391,2023-02-05,monthly,West,60,Tech,Small,True,0
392,2022-11-28,annual,East,33,Tech,Medium,False,1
393,2024-05-22,monthly,West,66,Finance,Medium,False,1
394,2023-05-11,biennial,North,34,Finance,Enterprise,True,0
395,2022-12-28,monthly,North,47,Finance,Small,False,0
396,2023-09-12,biennial,East,62,Tech,Enterprise,False,0
397,2023-05-12,annual,South,32,Retail,Medium,True,0
398,2021-10-07,annual,East,44,Manufacturing,Medium,True,0
399,2021-12-18,monthly,North,51,Healthcare,Enterprise,False,0
400,2024-04-12,monthly,North,21,Manufacturing,Enterprise,True,0
401,2024-04-16,biennial,South,28,Finance,Enterprise,False,0
402,2023-11-27,monthly,South,63,Manufacturing,Medium,True,0
403,2024-04-14,biennial,West,69,Tech,Medium,True,0
404,2023-08-02,biennial,West,47,Manufacturing,Small,False,0
405,2023-10-08,biennial,East,64,Tech,Medium,False,0
406,2020-01-29,monthly,South,55,Tech,Small,False,0
407,2023-06-28,annual,North,52,Tech,Small,False,0
408,2021-08-25,monthly,East,44,Retail,Small,False,0
409,2021-05-27,annual,West,46,Healthcare,Medium,True,0
410,2021-07-22,biennial,South,59,Finance,Small,True,0
411,2023-07-19,biennial,West,51,Retail,Enterprise,True,0
412,2020-11-10,monthly,North,37,Healthcare,Enterprise,False,0
413,2021-12-17,biennial,West,70,Retail,Small,False,0
414,2022-11-19,annual,South,35,Retail,Enterprise,True,0
415,2021-07-12,monthly,West,57,Tech,Small,True,1
416,2024-04-25,monthly,North,56,Tech,Medium,True,0
417,2023-05-03,monthly,North,43,Healthcare,Small,True,0
418,2023-01-30,monthly,South,50,Finance,Small,False,1
419,2024-04-06,biennial,East,33,Finance,Small,True,0
420,2022-05-14,annual,East,35,Tech,Enterprise,True,0
421,2023-11-07,biennial,West,53,Healthcare,Small,False,0
422,2023-10-06,biennial,West,68,Manufacturing,Medium,False,1
423,2021-03-15,annual,South,37,Healthcare,Small,False,1
424,2023-12-21,monthly,South,37,Retail,Medium,True,0
425,2023-03-03,biennial,West,44,Manufacturing,Enterprise,True,0
426,2021-07-15,annual,South,34,Retail,Medium,True,1
427,2022-07-17,annual,East,23,Manufacturing,Enterprise,True,0
428,2023-01-07,monthly,East,42,Manufacturing,Enterprise,True,0
429,2020-12-11,monthly,South,69,Manufacturing,Enterprise,True,0
430,2021-05-13,annual,South,73,Finance,Medium,True,0
431,2023-09-27,monthly,South,65,Tech,Enterprise,False,0
432,2022-01-17,monthly,South,43,Retail,Enterprise,False,0
433,2020-04-28,annual,West,47,Manufacturing,Enterprise,False,0
434,2022-08-13,annual,East,41,Manufacturing,Medium,False,0
435,2022-06-04,monthly,West,66,Finance,Small,False,0
436,2024-06-13,annual,West,20,Manufacturing,Small,True,0
437,2020-10-22,monthly,East,53,Manufacturing,Enterprise,False,0
438,2020-07-01,annual,South,30,Finance,Small,False,0
439,2022-09-22,biennial,South,49,Manufacturing,Enterprise,False,0
440,2023-08-13,annual,West,64,Healthcare,Medium,True,0
441,2021-06-10,biennial,East,28,Retail,Enterprise,False,0
442,2020-06-07,monthly,North,51,Tech,Small,True,0
443,2023-11-16,monthly,West,26,Retail,Small,True,0
444,2022-09-20,monthly,South,50,Healthcare,Medium,True,0
445,2024-05-19,biennial,West,60,Healthcare,Small,True,0
446,2023-01-15,biennial,West,18,Tech,Enterprise,False,0
447,2022-03-19,biennial,East,19,Manufacturing,Enterprise,False,0
448,2024-02-21,monthly,North,24,Manufacturing,Small,True,0
449,2023-08-25,monthly,East,70,Finance,Medium,False,1
450,2023-08-31,monthly,East,43,Healthcare,Enterprise,True,0
451,2022-03-12,biennial,South,37,Tech,Enterprise,True,0
452,2023-06-14,monthly,West,42,Healthcare,Enterprise,False,0
453,2022-06-07,monthly,North,62,Retail,Small,False,0
454,2024-03-12,annual,East,54,Tech,Enterprise,True,0
455,2021-08-25,monthly,South,75,Manufacturing,Medium,False,0
456,2022-01-12,monthly,North,61,Finance,Enterprise,True,0
457,2023-10-30,monthly,East,19,Retail,Enterprise,True,0
458,2020-01-02,biennial,West,22,Finance,Small,True,0
459,2021-10-20,biennial,West,61,Manufacturing,Medium,False,0
460,2023-09-23,biennial,South,68,Tech,Enterprise,False,1
461,2022-10-14,monthly,North,45,Retail,Small,False,1
462,2022-09-04,biennial,West,67,Finance,Small,False,0
463,2020-07-11,annual,West,32,Finance,Enterprise,False,0
